Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
C2C_TS1,Firefox 113.0,,,2023-05-17 09:57:27,2023-05-17 09:59:01,1m - 33.834s,PASSED
,,,,,,,
Test Cases/Login - Demo,Firefox 113.0,,,2023-05-17 09:57:27,2023-05-17 09:57:51,23.689s,PASSED
"openBrowser("""")",Firefox 113.0,,,2023-05-17 09:57:28,2023-05-17 09:57:32,4.443s,PASSED
takeScreenshot(),Firefox 113.0,,,2023-05-17 09:57:32,2023-05-17 09:57:32,0.392s,PASSED
"navigateToUrl(""https://qa.c2cassets.com/doctor/login"")",Firefox 113.0,,,2023-05-17 09:57:32,2023-05-17 09:57:37,4.589s,PASSED
"setText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Login to Virtual Clinic_OTP-input""), ""8072536860"")",Firefox 113.0,,,2023-05-17 09:57:37,2023-05-17 09:57:38,0.832s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Continue""))",Firefox 113.0,,,2023-05-17 09:57:38,2023-05-17 09:57:39,0.763s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Edit_password-input""), ""aeHFOx8jV/A="")",Firefox 113.0,,,2023-05-17 09:57:39,2023-05-17 09:57:40,1.142s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Login""))",Firefox 113.0,,,2023-05-17 09:57:40,2023-05-17 09:57:40,0.730s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_No""))",Firefox 113.0,,,2023-05-17 09:57:40,2023-05-17 09:57:44,3.454s,PASSED
takeScreenshot(),Firefox 113.0,,,2023-05-17 09:57:44,2023-05-17 09:57:45,0.705s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_Connect2Clinic/p_Dr.Rakshana V""))",Firefox 113.0,,,2023-05-17 09:57:45,2023-05-17 09:57:45,0.421s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_Connect2Clinic/span_Bangalore Clinic""))",Firefox 113.0,,,2023-05-17 09:57:45,2023-05-17 09:57:45,0.405s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_Delhi_MuiSvgIcon-root doctor-info-home-icon""))",Firefox 113.0,,,2023-05-17 09:57:45,2023-05-17 09:57:46,0.701s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_My Account""))",Firefox 113.0,,,2023-05-17 09:57:46,2023-05-17 09:57:47,0.754s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/a_Logout""))",Firefox 113.0,,,2023-05-17 09:57:47,2023-05-17 09:57:49,2.177s,PASSED
takeScreenshot(),Firefox 113.0,,,2023-05-17 09:57:49,2023-05-17 09:57:50,0.770s,PASSED
