Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
C2C_TS1,Chrome 113.0.0.0,,,2023-05-18 09:32:16,2023-05-18 09:33:03,46.612s,FAILED
,,,,,,,
Test Cases/Login_Negative - Demo,Chrome 113.0.0.0,,,2023-05-18 09:32:16,2023-05-18 09:33:03,46.261s,FAILED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-18 09:32:17,2023-05-18 09:32:20,2.829s,PASSED
maximizeWindow(),Chrome 113.0.0.0,,,2023-05-18 09:32:20,2023-05-18 09:32:20,0.195s,PASSED
"navigateToUrl(""https://qa.c2cassets.com/doctor/login"")",Chrome 113.0.0.0,,,2023-05-18 09:32:20,2023-05-18 09:32:27,6.710s,PASSED
takeScreenshot(),Chrome 113.0.0.0,,,2023-05-18 09:32:27,2023-05-18 09:32:27,0.836s,PASSED
"setText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Login to Virtual Clinic_OTP-input""), ""8072536860"")",Chrome 113.0.0.0,,,2023-05-18 09:32:27,2023-05-18 09:32:29,1.118s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Continue""))",Chrome 113.0.0.0,,,2023-05-18 09:32:29,2023-05-18 09:32:29,0.538s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Edit_password-input""), ""aeHFOx8jV/A="")",Chrome 113.0.0.0,,,2023-05-18 09:32:29,2023-05-18 09:32:31,1.663s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_No""))",Chrome 113.0.0.0,,,2023-05-18 09:32:31,2023-05-18 09:33:03,31.913s,FAILED
